"","CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","DISN","CHAPIS","CERR_CODE","TOGT","ROGT","COT","NOXT","SOXT","PMT","PM10T","year","address"
"223115",19,"SC",162270,"SC","101 VERMONT AUTO GROUP","3718 BEVERLY BLVD","LOS ANGELES","90004",5511,"LA","SOUTH COAST AQMD","","",0.214350611319754,0.19636,0.00297,0.01105,5e-05,0.00063,0.0005985,2012,"3718 BEVERLY BLVD,LOS ANGELES, CA"
"223131",19,"SC",2344,"SC","20TH CENTURY FOX FILM CORP","10201 W PICO BLVD BLDG 99","LOS ANGELES","90035",7389,"LA","SOUTH COAST AQMD","","",0.46575179834252,0.32301,1.59159,2.89733,0.00986,0.2233,0.22060928,2012,"10201 W PICO BLVD BLDG 99,LOS ANGELES, CA"
"223152",19,"SC",35188,"SC","3M COMPANY","1601 S SHAMROCK AVE","MONROVIA","91016",2295,"LA","SOUTH COAST AQMD","","",5.7785673945125,5.37276189,0.29207,1.08485,0.005,0.06257,0.06257,2012,"1601 S SHAMROCK AVE,MONROVIA, CA"
"223153",33,"SC",800088,"SC","3M COMPANY","18750 MINNESOTA RD","CORONA","92881",3295,"RIV","SOUTH COAST AQMD","","",8.34013851312957,5.19998405,4.27962,6.20147,0.07386,23.80681,12.361905,2012,"18750 MINNESOTA RD,CORONA, CA"
"223154",19,"SC",2605,"SC","3M DRUG DELIVERY SYSTEMS","19901 NORDHOFF ST","NORTHRIDGE","91324",2834,"LA","SOUTH COAST AQMD","","",10.9202678482899,5.58119087,1.55721,2.01168,0.01147604,0.1526,0.15236944,2012,"19901 NORDHOFF ST,NORTHRIDGE, CA"
"223155",30,"SC",13563,"SC","3M ESPE DENTAL PRODUCTS DIVISION","2111 MCGAW AVE","IRVINE","92614",3843,"ORA","SOUTH COAST AQMD","","",11.4853192557096,6.73613,1.81257,0.45736,0.00124,0.50169,0.25884062,2012,"2111 MCGAW AVE,IRVINE, CA"
"223157",19,"SC",149912,"SC","4-OVER INC","4621 SPERRY ST","LOS ANGELES","90039",9999,"LA","SOUTH COAST AQMD","","",2.23819129466545,2.22689,0,0,0,0,0,2012,"4621 SPERRY ST,LOS ANGELES, CA"
"223194",19,"SC",150574,"SC","A & A READY MIXED CONCRETE INC","900 E PATTERSON","SIGNAL HILL","90755",3273,"LA","SOUTH COAST AQMD","","",0.00212025316455696,0.00201,0,0,0,3.62837,3.309406,2012,"900 E PATTERSON,SIGNAL HILL, CA"
"223195",19,"SC",132205,"SC","A & J WELDING","1511-B W SECOND ST","POMONA","91766",3441,"LA","SOUTH COAST AQMD","","",0.0842696629213483,0.08325,0,0,0,0.16954,0.1627584,2012,"1511-B W SECOND ST,POMONA, CA"
"223196",19,"SC",90017,"SC","A & M BANDAG INC","9642 RUSH ST","SOUTH EL MONTE","91733",7534,"LA","SOUTH COAST AQMD","","",0.28281971062049,0.26729,0,0,0,1.42328,1.2263488,2012,"9642 RUSH ST,SOUTH EL MONTE, CA"
"223200",19,"SC",68838,"SC","A 2 Z PLATING CO","1467 S SUNOL DR","LOS ANGELES","90023",3471,"LA","SOUTH COAST AQMD","","",0,0,0,0,0,0.00725,0.0013775,2012,"1467 S SUNOL DR,LOS ANGELES, CA"
"223222",19,"SC",122666,"SC","A'S MATCH DYEING & FINISHING","2522 E 37TH ST","VERNON","90058",2258,"LA","SOUTH COAST AQMD","","",1.01101373756513,0.42685,5.2215,7.8105,0.04358,0.55061,0.543842,2012,"2522 E 37TH ST,VERNON, CA"
"223226",36,"SC",56326,"SC","A-ONE DELIVERY SERVICE","VARIOUS LOCATIONS IN SCAQMD","CHINO","91708",1422,"SBD","SOUTH COAST AQMD","","",0.0428827536751524,0.03588,0.09767,0.44912,0.00018,5.05755,2.54403556,2012,"VARIOUS LOCATIONS IN SCAQMD,CHINO, CA"
"223238",19,"SC",75024,"SC","AAA FLAG & BANNER MFG CO INC","8951 NATIONAL BLVD STE 8966","LOS ANGELES","90034",2396,"LA","SOUTH COAST AQMD","","",5.23725521127768,4.02993,0.01749,0.065,0.00029,0.00374,0.0035995,2012,"8951 NATIONAL BLVD STE 8966,LOS ANGELES, CA"
"223240",19,"SC",25087,"SC","AAA PLATING & INSPECTION, INC","424 DIXON ST","COMPTON","90222",3471,"LA","SOUTH COAST AQMD","","",7.84436234605951,7.72152,0.28241,0.75376,0.00365,0.046010539,0.0442389389,2012,"424 DIXON ST,COMPTON, CA"
"223261",33,"SC",143870,"SC","ABACHERLI DAIRY, RONALD ABACHERLI","29875 NEWPORT RD","MENIFEE","92584",241,"RIV","SOUTH COAST AQMD","","",15.042800301212,10.50893,0.00051,0.00234,1.05e-06,4.45016,2.17754116,2012,"29875 NEWPORT RD,MENIFEE, CA"
"223265",33,"SC",45489,"SC","ABBOTT CARDIOVASCULAR SYSTEMS, INC.","26531 YNEZ RD","TEMECULA","92591",3841,"RIV","SOUTH COAST AQMD","","",22.2486300517601,21.5615,2.9187,2.77212,0.03709,0.32596,0.32390992,2012,"26531 YNEZ RD,TEMECULA, CA"
"223274",36,"SC",162491,"SC","ABM OFFICE SOLUTIONS, INC.","8876 WHITE OAK AVE","RANCHO CUCAMONGA","91730",5021,"SBD","SOUTH COAST AQMD","","",0.569790860010301,0.45898,0.0392,0.1456,0.00067,0.0084,0.00798,2012,"8876 WHITE OAK AVE,RANCHO CUCAMONGA, CA"
"223291",30,"SC",1483,"SC","ACCESS BUSINESS GROUP LLC, NUTRILITE","5600 BEACH BLVD","BUENA PARK","90622",5169,"ORA","SOUTH COAST AQMD","","",0.00592657555922241,0.0046480637,0.01625,0.05758,5.33e-05,5.97824,4.12728458,2012,"5600 BEACH BLVD,BUENA PARK, CA"
"223292",33,"SC",12362,"SC","ACCESS BUSINESS GROUP LLC, NUTRILITE","19600 6TH ST","LAKEVIEW","92567",5169,"RIV","SOUTH COAST AQMD","","",1.13890932553263,0.693625127,2.06024,2.82881,0.015863,17.62274728,12.397401118,2012,"19600 6TH ST,LAKEVIEW, CA"
"223297",30,"SC",171988,"SC","ACCURATE METAL SOLUTIONS ANAHEIM, LLC","2100 E ORANGEWOOD AVE","ANAHEIM","92806",3444,"ORA","SOUTH COAST AQMD","","",12.5566368380433,12.00863,0.36746,1.365,0.00625,0.1176,0.1136126,2012,"2100 E ORANGEWOOD AVE,ANAHEIM, CA"
"223301",19,"SC",17325,"SC","ACE CLEARWATER ENTERPRISES","14105 S GARFIELD AVE","PARAMOUNT","90723",3769,"LA","SOUTH COAST AQMD","","",0.0701326385599242,0.02961,0.14805,0.5499,0.00253,0.05971,0.0570044,2012,"14105 S GARFIELD AVE,PARAMOUNT, CA"
"223305",19,"SC",23837,"SC","ACME CASTINGS INC","6009-21 SANTA FE AVE","HUNTINGTON PARK","90255",3325,"LA","SOUTH COAST AQMD","","",0.920895276397547,0.89074,0.05865,0.21787,0.001,0.81979,0.689773,2012,"6009-21 SANTA FE AVE,HUNTINGTON PARK, CA"
"223310",30,"SC",146845,"SC","ACP NOXTAT, INC.","1112 E WASHINGTON AVE","SANTA ANA","92701",3479,"ORA","SOUTH COAST AQMD","","",0.462060937341836,0.45647,0,0,0,0,0,2012,"1112 E WASHINGTON AVE,SANTA ANA, CA"
"223314",19,"SC",168750,"SC","ACTON CLAY QUARRIES, NORTH STAR MINERALS","FOREST SERV RD NO. 4N32","ACTON","93510",1459,"LA","SOUTH COAST AQMD","","",0.0677220976621538,0.05673,0.12637,1.12338,0.00168,1.58714,0.80291388,2012,"FOREST SERV RD NO. 4N32,ACTON, CA"
"223328",19,"SC",22826,"SC","ADM MILLING CO","1543 CALADA ST","LOS ANGELES","90023",9999,"LA","SOUTH COAST AQMD","","",0,0,0,0,0,3.9178,1.136162,2012,"1543 CALADA ST,LOS ANGELES, CA"
"223336",19,"SC",47084,"SC","ADVANCE PAPER BOX CO","6100 S GRAMERCY PL","LOS ANGELES","90047",2653,"LA","SOUTH COAST AQMD","","",1.42409327298066,1.41885,0,0,0,0,0,2012,"6100 S GRAMERCY PL,LOS ANGELES, CA"
"223338",19,"SC",55077,"SC","ADVANCED COATING & SILKSCREENING INC","1436 W 135TH ST","GARDENA","90249",3479,"LA","SOUTH COAST AQMD","","",0.251431542618244,0.24674,0.00346,0.01287,5e-05,0.01824,0.01754,2012,"1436 W 135TH ST,GARDENA, CA"
"223354",30,"SC",161064,"SC","ADVANCED INDUSTRIAL SERVICES","VARIOUS LOCATIONS IN SCAQMD","LOS ALAMITOS","90720",1721,"ORA","SOUTH COAST AQMD","","",0,0,0,0,0,0.00047,0.0002422,2012,"VARIOUS LOCATIONS IN SCAQMD,LOS ALAMITOS, CA"
"223360",30,"SC",164625,"SC","ADVANTAGE MAILING","1600 N KRAEMER BLVD","ANAHEIM","92806",9999,"ORA","SOUTH COAST AQMD","","",1.98219967905523,1.91925,0.1365,0.507,0.00234,0.02924,0.0281155,2012,"1600 N KRAEMER BLVD,ANAHEIM, CA"
"223383",19,"SC",70220,"SC","AERO CHROME PLATING","14660 ARMINTA ST","VAN NUYS","91402",3471,"LA","SOUTH COAST AQMD","","",0.311367072606487,0.28793,0.22425,0.26697,0.0016,0.03694,0.0357096,2012,"14660 ARMINTA ST,VAN NUYS, CA"
"223384",19,"SC",163671,"SC","AERO ELECTRIC CONNECTOR, INC","2280 208TH ST","TORRANCE","90501",3643,"LA","SOUTH COAST AQMD","","",1.8495,1.36008,0,0,0,0,0,2012,"2280 208TH ST,TORRANCE, CA"
"223385",19,"SC",111944,"SC","AERO ELECTRIC CONNECTOR, INC.","518 AMAPOLA ST","TORRANCE","90501",3678,"LA","SOUTH COAST AQMD","","",0.0312648034107058,0.0132,0.2016,0.24,0.00144,0.02263,0.0190741,2012,"518 AMAPOLA ST,TORRANCE, CA"
"223386",19,"SC",5308,"SC","AERO ENGINES INC","2926-34 NORTH COOLIDGE AVE","LOS ANGELES","90039",7699,"LA","SOUTH COAST AQMD","","",3.60756349585147,3.53142,6.76643,0.20028,0.00919,0.02187,0.02043236,2012,"2926-34 NORTH COOLIDGE AVE,LOS ANGELES, CA"
"223390",19,"SC",23752,"SC","AEROCRAFT HEAT TREATING CO INC","15701 MINNESOTA AVE","PARAMOUNT","90723",3398,"LA","SOUTH COAST AQMD","","",1.25970321137482,0.53134,2.67413,5.6114,0.04552286,5.35465,3.9175482,2012,"15701 MINNESOTA AVE,PARAMOUNT, CA"
"223391",30,"SC",144802,"SC","AEROFIT, INC.","1425 S ACACIA AVE","FULLERTON","92831",3492,"ORA","SOUTH COAST AQMD","","",4.16228981903477,2.96464,0,0,0,0,0,2012,"1425 S ACACIA AVE,FULLERTON, CA"
"223394",19,"SC",115394,"SC","AES ALAMITOS, LLC","690 N STUDEBAKER RD","LONG BEACH","90803",4911,"LA","SOUTH COAST AQMD","","",22.9224154996333,9.68801,396.29109,49.21646,5.18668,11.46148274,11.458763340682,2012,"690 N STUDEBAKER RD,LONG BEACH, CA"
"223395",30,"SC",115389,"SC","AES HUNTINGTON BEACH, LLC","21730 NEWLAND ST","HUNTINGTON BEACH","92646",4911,"ORA","SOUTH COAST AQMD","","",11.7557753913312,4.972360468,669.18056,55.81847553,3.566477963,8.680810396,8.6807974137628,2012,"21730 NEWLAND ST,HUNTINGTON BEACH, CA"
"223396",19,"SC",115536,"SC","AES REDONDO BEACH, LLC","1100 N. HARBOR DR","REDONDO BEACH","90277",4911,"LA","SOUTH COAST AQMD","","",37.3556865117049,15.78403188,41.8381251,29.68697362,1.7031900105,5.43393168,5.43349619868,2012,"1100 N. HARBOR DR,REDONDO BEACH, CA"
"223403",19,"SC",101667,"SC","AG-FUME SERVICE INC","BERTHS 206 & 207","LONG BEACH","90802",4959,"LA","SOUTH COAST AQMD","","",2.4775051204363,2.47750338,4e-05,0.00016,5e-05,3.64e-06,3.64e-06,2012,"BERTHS 206 & 207,LONG BEACH, CA"
"223404",19,"SC",106897,"SC","AG-FUME SERVICES INC","2200 MINER ST","SAN PEDRO","90731",7342,"LA","SOUTH COAST AQMD","","",10.0585151492198,10.05851,0.00019,0.00076,0.00027,1e-05,1e-05,2012,"2200 MINER ST,SAN PEDRO, CA"
"223406",30,"SC",164276,"SC","AG/LPC GRIFFIN TOWERS LP","5 & 6 HUTTON CENTER DR","SANTA ANA","92707",9999,"ORA","SOUTH COAST AQMD","","",0.000547045951859956,5e-05,4e-05,7e-05,2.15e-06,2.15e-06,2.1371e-06,2012,"5 & 6 HUTTON CENTER DR,SANTA ANA, CA"
"223425",19,"SC",180046,"SC","AGUA DULCE AIRPARK","AQUA DUCE AIRPARK","SANTA CLARITA","91390",4581,"LA","SOUTH COAST AQMD","","",0.0526,0.0466,2.042,0.0245,0.0049,0.046551463,0.0426,2012,"AQUA DUCE AIRPARK,SANTA CLARITA, CA"
"223441",19,"SC",148236,"SC","AIR LIQUIDE LARGE INDUSTRIES U.S., LP","324 W EL SEGUNDO BLVD","EL SEGUNDO","90245",2813,"LA","SOUTH COAST AQMD","","",14.2908323162565,14.02551,2.82728,15.58053,1.14979,3.19368,3.06515026,2012,"324 W EL SEGUNDO BLVD,EL SEGUNDO, CA"
"223444",19,"SC",3417,"SC","AIR PROD & CHEM INC","23300 S ALAMEDA ST","CARSON","90810",2813,"LA","SOUTH COAST AQMD","","",25.0351940568379,15.0333,18.0241,19.40323,0.32432,9.13473,8.2957535,2012,"23300 S ALAMEDA ST,CARSON, CA"
"223445",19,"SC",18508,"SC","AIR PROD & CHEM INC","3305 E 26TH ST","LOS ANGELES","90058",2899,"LA","SOUTH COAST AQMD","","",2.6484596699256,2.26526527,1.86902,2.67003,0.01511,0.19092,0.189031,2012,"3305 E 26TH ST,LOS ANGELES, CA"
"223448",19,"SC",101656,"SC","AIR PRODUCTS AND CHEMICALS, INC.","700 N HENRY FORD AVE","WILMINGTON","90744",2813,"LA","SOUTH COAST AQMD","","",38.6832552829539,27.41758233,5.29348,26.86141,1.69144,4.72846,4.2962374,2012,"700 N HENRY FORD AVE,WILMINGTON, CA"
"223456",19,"SC",21321,"SC","AIRCRAFT X-RAY LABS INC","2627 E 53RD ST","HUNTINGTON PARK","90255",7384,"LA","SOUTH COAST AQMD","","",2.90175428017477,2.87056,0.06562,0.24375,0.00112,0.0141,0.0136744,2012,"2627 E 53RD ST,HUNTINGTON PARK, CA"
"223467",30,"SC",59335,"SC","AKZO COATINGS INC.","434 W MEATS AVE","ORANGE","92865",2851,"ORA","SOUTH COAST AQMD","","",0.0245989398888347,0.01868002750005,0.01138042,0.0135405,8.0003e-05,0.003290038,0.003199238,2012,"434 W MEATS AVE,ORANGE, CA"
"223468",19,"SC",21862,"SC","AL LARSON BOAT SHOP","1046 S SEASIDE","TERMINAL ISLAND","90731",3731,"LA","SOUTH COAST AQMD","","",7.06448025624504,6.80738,0.33762,1.55239,0.00069,0.11088,0.10821888,2012,"1046 S SEASIDE,TERMINAL ISLAND, CA"
"223470",36,"SC",65905,"SC","ALACO LADDER CO","5167 G ST","CHINO","91710",3479,"SBD","SOUTH COAST AQMD","","",0.0220738780148893,0.0218,0,0,0,0.00437,0.0041952,2012,"5167 G ST,CHINO, CA"
"223504",36,"SC",77245,"SC","ALAMEDA PAINTING CO., INC.","10207 ELM AVE","FONTANA","92335",9999,"SBD","SOUTH COAST AQMD","","",2.32209617370179,2.29937,0,0,0,0.98038,0.9411648,2012,"10207 ELM AVE,FONTANA, CA"
"223511",19,"SC",4346,"SC","ALCO CAD-NICKEL PLATING CORP","1400 LONG BEACH AVE","LOS ANGELES","90021",3471,"LA","SOUTH COAST AQMD","","",0.0373756513500711,0.01578,0.22918,0.28755,0.00168,1.02735,0.4014559,2012,"1400 LONG BEACH AVE,LOS ANGELES, CA"
"223513",30,"SC",134931,"SC","ALCOA GLOBAL FASTENERS, INC.","800 S STATE COLLEGE BLVD","FULLERTON","92831",3452,"ORA","SOUTH COAST AQMD","","",0.918082265185888,0.65344987,0.52671,1.9591,0.00897641,1.22751,1.07127002,2012,"800 S STATE COLLEGE BLVD,FULLERTON, CA"
"223514",19,"SC",134943,"SC","ALCOA GLOBAL FASTENERS, INC. SOUTH BAY","3000 W LOMITA BLVD","TORRANCE","90505",3452,"LA","SOUTH COAST AQMD","","",1.2423524177263,0.98726,0.94481,2.21778,0.01099578,0.17213644,0.1655643024,2012,"3000 W LOMITA BLVD,TORRANCE, CA"
"223517",36,"SC",145120,"SC","ALEWYN DAIRY # 1 & #3","8185 EUCALYPTUS AVE","ONTARIO","91762",241,"SBD","SOUTH COAST AQMD","","",9.3869847788483,6.55724,0.135,0.3345,7e-04,0.02434,0.02393824,2012,"8185 EUCALYPTUS AVE,ONTARIO, CA"
"223518",36,"SC",145107,"SC","ALEWYN DAIRY #2, JACK AND ELANE ALEWYN","9031 EUCALYPTUS AVE","ONTARIO","91762",241,"SBD","SOUTH COAST AQMD","","",5.56384948866129,3.89,0.051,0.2345,1e-04,1.2855,0.637147375,2012,"9031 EUCALYPTUS AVE,ONTARIO, CA"
"223519",19,"SC",169256,"SC","ALEXANDER & WILLIS","200 W 140TH ST","LOS ANGELES","90061",2522,"LA","SOUTH COAST AQMD","","",0.890930256098795,0.88015,0,0,0,0.08991,0.0827172,2012,"200 W 140TH ST,LOS ANGELES, CA"
"223537",19,"SC",20492,"SC","ALHAMBRA FOUNDRY CO LTD","1147 MERIDIAN AVE","ALHAMBRA","91803",3321,"LA","SOUTH COAST AQMD","","",2.70138525752584,2.45426,94.55382,0.22877,0.65846,1.79221,1.7456505,2012,"1147 MERIDIAN AVE,ALHAMBRA, CA"
"223538",19,"SC",118628,"SC","ALHAMBRA HOSPITAL MEDICAL CENTER","100 S RAYMOND AVE","ALHAMBRA","91801",8062,"LA","SOUTH COAST AQMD","","",0.177525142620875,0.17493,0.03419,0.1224,0.00011,0.00915,0.00894912,2012,"100 S RAYMOND AVE,ALHAMBRA, CA"
"223541",30,"SC",5998,"SC","ALL AMERICAN ASPHALT","14490 EDWARDS ST","WESTMINSTER","92683",2951,"ORA","SOUTH COAST AQMD","","",0.647881983468181,0.38469,2.488,1.28599,0.01587,3.0475200000264,1.7620436500264,2012,"14490 EDWARDS ST,WESTMINSTER, CA"
"223542",19,"SC",114264,"SC","ALL AMERICAN ASPHALT","13646 LIVE OAK LN","IRWINDALE","91706",1611,"LA","SOUTH COAST AQMD","","",0.603474877267794,0.2857,0.8487,1.62227,0.01587,9.89618,4.73273861,2012,"13646 LIVE OAK LN,IRWINDALE, CA"
"223543",19,"SC",132954,"SC","ALL AMERICAN ASPHALT","11549 BRADLEY AVE","SAN FERNANDO","91340",2951,"LA","SOUTH COAST AQMD","","",4.71787830659046,4.16725,15.50023,2.61111,0.03077,8.6002400462,5.5715395662,2012,"11549 BRADLEY AVE,SAN FERNANDO, CA"
"223544",33,"SC",3704,"SC","ALL AMERICAN ASPHALT, UNIT NO.01","1776 ALL AMERICAN WAY","CORONA","92879",1611,"RIV","SOUTH COAST AQMD","","",7.8305408970979,6.07635,18.47995,12.15648,0.1628,55.7495600105,27.6319572305,2012,"1776 ALL AMERICAN WAY,CORONA, CA"
"223545",30,"SC",82207,"SC","ALL AMERICAN ASPHALT,ALL AMER AGGREGATES","10600 JEFFREY RD","IRVINE","92602",2951,"ORA","SOUTH COAST AQMD","","",1.95023347377339,1.02624,2.82935,4.04832,0.05378,6.677920000807,3.286388550807,2012,"10600 JEFFREY RD,IRVINE, CA"
"223551",30,"SC",47835,"SC","ALL METALS PROCESSING OF ORANGE CO INC","8401 STANDUSTRIAL ST","STANTON","90680",3471,"ORA","SOUTH COAST AQMD","","",7.08721528361483,6.95171,0.437,0.6803,0.00373,0.05246,0.0514179,2012,"8401 STANDUSTRIAL ST,STANTON, CA"
"223566",30,"SC",800289,"SC","ALLERGAN INC","18600 VON KARMAN & 2525 DUPONT","IRVINE","92612",2834,"ORA","SOUTH COAST AQMD","","",10.3917512202977,6.13579,2.42857,3.15778,0.05884,0.76689,0.74190406,2012,"18600 VON KARMAN & 2525 DUPONT,IRVINE, CA"
"223568",19,"SC",3425,"SC","ALLFAST FASTENING SYS INC","15200 DON JULIAN RD","CITY OF INDUSTRY","91745",3429,"LA","SOUTH COAST AQMD","","",7.2193178587109,3.91639,0.08014,3.72637,0.00286,0.0449500000511,0.014397900009709,2012,"15200 DON JULIAN RD,CITY OF INDUSTRY, CA"
"223602",19,"SC",170935,"SC","ALSA CORPORATION","1213 E 58TH PL","LOS ANGELES","90001",5198,"LA","SOUTH COAST AQMD","","",0.43456827614131,0.42931,0,0,0,0.00875006432279,0.0078792617498784,2012,"1213 E 58TH PL,LOS ANGELES, CA"
"223622",30,"SC",36522,"SC","ALUMINUM PRECISION PRODUCTS INC","2621 S SUSAN ST","SANTA ANA","92704",3463,"ORA","SOUTH COAST AQMD","","",4.85321378359344,2.31514,11.84433,7.23374,0.0426,2.15356,1.769872,2012,"2621 S SUSAN ST,SANTA ANA, CA"
"223637",19,"SC",125933,"SC","AMC COLORGRAFIX, INC","2085 PECK RD","SOUTH EL MONTE","91733",7335,"LA","SOUTH COAST AQMD","","",2.15717433039781,2.14748,0,0,0,0,0,2012,"2085 PECK RD,SOUTH EL MONTE, CA"
"223641",19,"SC",140373,"SC","AMERESCO CHIQUITA ENERGY LLC","29201 HENRY MAYO DR","VALENCIA","91355",9999,"LA","SOUTH COAST AQMD","","",5.41091711452716,0.5371,1.32209,7.16992,10.47839,3.95457,3.93633126,2012,"29201 HENRY MAYO DR,VALENCIA, CA"
"223650",19,"SC",800196,"SC","AMERICAN AIRLINES INC","7260 WORLD WAY WEST","LOS ANGELES","90045",8721,"LA","SOUTH COAST AQMD","","",5.26976428797566,4.65320894,3.06496,4.36587,0.00679035,0.63902,0.53825088,2012,"7260 WORLD WAY WEST,LOS ANGELES, CA"
"223651",19,"SC",145836,"SC","AMERICAN APPAREL DYEING & FINISHING, INC","12537 CERISE AVE","HAWTHORNE","90250",2299,"LA","SOUTH COAST AQMD","","",0.810729512079583,0.34229,3.08133,4.13899,0.03245,0.4517,0.42194142,2012,"12537 CERISE AVE,HAWTHORNE, CA"
"223652",30,"SC",156722,"SC","AMERICAN APPAREL KNIT AND DYE","12641 INDUSTRY ST","GARDEN GROVE","92841",2257,"ORA","SOUTH COAST AQMD","","",0.748507816200853,0.31602,4.2372,2.44341,0.03312,0.41889,0.4188695,2012,"12641 INDUSTRY ST,GARDEN GROVE, CA"
"223660",19,"SC",171113,"SC","AMERICAN CONDENSER & COIL","1664 W 139TH ST","GARDENA","90249",3585,"LA","SOUTH COAST AQMD","","",0.054853730134629,0.05419,0,0,0,0.01419,0.0136224,2012,"1664 W 139TH ST,GARDENA, CA"
"223664",33,"SC",152948,"SC","AMERICAN DOCK BOX","19940 HANSEN AVE","NUEVO","92567",3089,"RIV","SOUTH COAST AQMD","","",2.15818780417979,1.50771,0,0,0,0,0,2012,"19940 HANSEN AVE,NUEVO, CA"
"223667",36,"SC",62597,"SC","AMERICAN EAGLE WHEEL CORPORATION","5780 SOESTERN CT","CHINO","91710",3499,"SBD","SOUTH COAST AQMD","","",0.108869156228098,0.04666,0.69453,0.83203,0.00495315,0.12608,0.1235528,2012,"5780 SOESTERN CT,CHINO, CA"
"223669",30,"SC",115032,"SC","AMERICAN FABRICATION CORP.","2830 VIA MARTENS AVE","ANAHEIM","92807",3089,"ORA","SOUTH COAST AQMD","","",0.406327049714949,0.40122,0,0,0,0,0,2012,"2830 VIA MARTENS AVE,ANAHEIM, CA"
"223694",36,"SC",59237,"SC","AMERICAN SECURITY PRODUCTS CO INC","11925 PACIFIC AVE","FONTANA","92337",3499,"SBD","SOUTH COAST AQMD","","",13.5898734668799,7.96282,0.03237,0.12025,0.00055,3.34067,3.2073204,2012,"11925 PACIFIC AVE,FONTANA, CA"
"223709",19,"SC",156049,"SC","AMERICAS STYRENICS LLC","305 CRENSHAW BLVD","TORRANCE","90503",3086,"LA","SOUTH COAST AQMD","","",3.72431999881552,3.32108,2.27469,1.24248,0.02153306,0.49555,0.41684172,2012,"305 CRENSHAW BLVD,TORRANCE, CA"
"223710",19,"SC",59225,"SC","AMERICH CORP","13152 SATICOY","NORTH HOLLYWOOD","91605",3842,"LA","SOUTH COAST AQMD","","",11.51259790594,8.10457,0,0,0,2.67506,2.65900964,2012,"13152 SATICOY,NORTH HOLLYWOOD, CA"
"223713",30,"SC",110547,"SC","AMERIMAX BUILDING PRODUCTS, INC","1411 N DALY ST","ANAHEIM","92806",3353,"ORA","SOUTH COAST AQMD","","",6.79847722190483,6.00785,0.329,1.222,0.00564,0.0705,0.0705,2012,"1411 N DALY ST,ANAHEIM, CA"
"223715",36,"SC",15506,"SC","AMERON CONCRETE & STEEL PIPE SYS, SO DIV","12455 ARROW RTE","ETIWANDA","91739",3272,"SBD","SOUTH COAST AQMD","","",2.66560984643036,2.5609,0.79253,1.15694,0.00403,2.7542,2.38394386,2012,"12455 ARROW RTE,ETIWANDA, CA"
"223718",36,"SC",61743,"SC","AMERON STEEL FABRICATION DIVISION","13032 SLOVER AVE","FONTANA","92337",3317,"SBD","SOUTH COAST AQMD","","",2.91111502475495,2.26511,0.77,2.86,0.0132,0.1793,0.177298,2012,"13032 SLOVER AVE,FONTANA, CA"
"223723",19,"SC",81301,"SC","AMI ADINI & ASSOCIATES INC","VARIOUS LOCATIONS IN SCAQMD","DIAMOND BAR","91765",1794,"LA","SOUTH COAST AQMD","","",0.000121193758521436,8e-05,0.001,0.00402,0.00144,8e-05,8e-05,2012,"VARIOUS LOCATIONS IN SCAQMD,DIAMOND BAR, CA"
"223733",30,"SC",154705,"SC","AMPRONIX","15 WHATNEY","IRVINE","92618",3841,"ORA","SOUTH COAST AQMD","","",0.333474486555156,0.315,0,0,0,0.00367,0.0035232,2012,"15 WHATNEY,IRVINE, CA"
"223735",36,"SC",56229,"SC","AMREP INC","1555 S CUCAMONGA","ONTARIO","91761",3713,"SBD","SOUTH COAST AQMD","","",5.08592640955562,5.041,0,0,0,0.81823,0.6656478,2012,"1555 S CUCAMONGA,ONTARIO, CA"
"223738",19,"SC",800320,"SC","AMVAC CHEMICAL CORP","4100 E WASHINGTON BLVD","LOS ANGELES","90023",2879,"LA","SOUTH COAST AQMD","","",3.39098240355169,2.74579089,0.25929,0.7765,0.0094417325,3.17011078,2.17876796128,2012,"4100 E WASHINGTON BLVD,LOS ANGELES, CA"
"223743",19,"SC",8015,"SC","ANADITE INC","10647 GARFIELD AVE","SOUTH GATE","90280",9999,"LA","SOUTH COAST AQMD","","",0.881404776465292,0.64666,0.18396,1.06129,0.00131,0.422460575,0.095127552,2012,"10647 GARFIELD AVE,SOUTH GATE, CA"
"223748",19,"SC",16951,"SC","ANAPLEX CORP","15547 GARFIELD AVE","PARAMOUNT","90723",3471,"LA","SOUTH COAST AQMD","","",3.15629317858835,3.08403,0.11424,0.1572,0.00089,0.03129,0.0296948,2012,"15547 GARFIELD AVE,PARAMOUNT, CA"
"223752",19,"SC",82613,"SC","ANCON MARINE INC","VARIOUS LOCATIONS IN SCAQMD","SIGNAL HILL","90755",9999,"LA","SOUTH COAST AQMD","","",0.79603524858082,0.67536,3.53813,7.23034,0.00731,0.51981,0.5073921,2012,"VARIOUS LOCATIONS IN SCAQMD,SIGNAL HILL, CA"
"223768",30,"SC",21598,"SC","ANGELICA TEXTILE SERVICES","1575 N CASE ST","ORANGE","92867",9999,"ORA","SOUTH COAST AQMD","","",0.692420653718617,0.29234,3.76921,4.03182,0.02832,0.35664,0.348473,2012,"1575 N CASE ST,ORANGE, CA"
