"","CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","DISN","CHAPIS","CERR_CODE","TOGT","ROGT","COT","NOXT","SOXT","PMT","PM10T","year","address"
"234356",30,"SC",60232,"SC","PRECISION POWDER COATING INC.","1236 NORMANDY PL","SANTA ANA","92705",3479,"ORA","SOUTH COAST AQMD","","",0.247244994150174,0.12392,0.37275,1.3845,0.00639,0.07987,0.07987,2012,"1236 NORMANDY PL,SANTA ANA, CA"
"234359",19,"SC",152501,"SC","PRECISION SPECIALTY METALS, INC.","3301 MEDFORD ST","LOS ANGELES","90063",3316,"LA","SOUTH COAST AQMD","","",0.576298574227271,0.29669,0.8684,3.09677,0.01998,0.60164,0.530865,2012,"3301 MEDFORD ST,LOS ANGELES, CA"
"234363",19,"SC",102481,"SC","PRECISION WIRE PRODUCTS INC","6150 SHEILA ST","COMMERCE","90040",9999,"LA","SOUTH COAST AQMD","","",7.2455505802937,2.9088,0.81492,3.02687,0.01397,0.72721,0.7046964,2012,"6150 SHEILA ST,COMMERCE, CA"
"234368",33,"SC",135887,"SC","PREMIER LAMINATING SERVICES INC","20343 HARVILL AVE","PERRIS","92570",3083,"RIV","SOUTH COAST AQMD","","",4.34896265560166,3.77316,0,0,0,0,0,2012,"20343 HARVILL AVE,PERRIS, CA"
"234375",33,"SC",102268,"SC","PREPRODUCTION PLASTICS, INC","210 TELLER ST","CORONA","92879",3089,"RIV","SOUTH COAST AQMD","","",4.25503593481122,4.20355,0,0,0,0.39486,0.3790656,2012,"210 TELLER ST,CORONA, CA"
"234376",19,"SC",11508,"SC","PRESBYTERIAN INTERCOMMUNITY HOSP","12401 E WASHINGTON BLVD","WHITTIER","90602",8062,"LA","SOUTH COAST AQMD","","",1.22698731232708,0.74019,3.4761,4.47519,0.02432,0.33802,0.33724072,2012,"12401 E WASHINGTON BLVD,WHITTIER, CA"
"234380",19,"SC",136,"SC","PRESS FORGE CO","7700 JACKSON ST","PARAMOUNT","90723",3463,"LA","SOUTH COAST AQMD","","",2.29231849365646,0.98608,5.42189,11.90321,0.08048,1.67853,1.34714752,2012,"7700 JACKSON ST,PARAMOUNT, CA"
"234390",19,"SC",105903,"SC","PRIME WHEEL","17704 S BROADWAY ST","CARSON","90746",3714,"LA","SOUTH COAST AQMD","","",12.4336684158759,9.27233,8.97494,20.61786,0.15382,2.42529,2.3158383,2012,"17704 S BROADWAY ST,CARSON, CA"
"234410",19,"SC",46,"SC","PROFESSIONAL REFINISHING ORGANIZATION","1539 FISHBURN AVE","LOS ANGELES","90063",7641,"LA","SOUTH COAST AQMD","","",0.26822741982652,0.220878603,0,0,0,0.01464,0.014046,2012,"1539 FISHBURN AVE,LOS ANGELES, CA"
"234431",19,"SC",145894,"SC","PROTECTIVE INDUSTRIES INC","18704 FERRIS PL","RANCHO DOMINGUEZ","90220",3089,"LA","SOUTH COAST AQMD","","",0.0570345807674088,0.02408,0.1204,0.4472,0.00206,0.0258,0.02451,2012,"18704 FERRIS PL,RANCHO DOMINGUEZ, CA"
"234434",19,"SC",8220,"SC","PROVIDENCE ST JOSEPH MED CTR","501 S BUENA VISTA ST","BURBANK","91505",5947,"LA","SOUTH COAST AQMD","","",12.6811167572309,9.47235,3.83479,1.45257,0.02707,0.36149,0.36100856,2012,"501 S BUENA VISTA ST,BURBANK, CA"
"234442",30,"SC",115471,"SC","PSB","26012 ATLANTIC OCEAN DR","LAKE FOREST","92630",2759,"ORA","SOUTH COAST AQMD","","",0.989874063172919,0.97505,0.04567,0.16965,0.00078,0.00978,0.00978,2012,"26012 ATLANTIC OCEAN DR,LAKE FOREST, CA"
"234450",19,"SC",128235,"SC","PUENTE HILLS TOYOTA, INC.","17070 E GALE","CITY OF INDUSTRY","91748",5511,"LA","SOUTH COAST AQMD","","",0.564640726922239,0.55101,0.02627,0.0976,0.00062,0.00563,0.00563,2012,"17070 E GALE,CITY OF INDUSTRY, CA"
"234452",36,"SC",132191,"SC","PURENERGY OPERATING SERVICES, LLC","661 S COOLEY DR","COLTON","92324",1321,"SBD","SOUTH COAST AQMD","","",0.766958424507659,0.0701,0.31934,0.91948,0.09018,0.17543,0.17437742,2012,"661 S COOLEY DR,COLTON, CA"
"234453",36,"SC",132192,"SC","PURENERGY OPERATING SERVICES, LLC","559 PEPPER AVE","COLTON","92324",4911,"SBD","SOUTH COAST AQMD","","",0.655142231947484,0.05988,0.27273,0.43248,0.07702,0.14982,0.14892108,2012,"559 PEPPER AVE,COLTON, CA"
"234487",19,"SC",8433,"SC","QUALITY FINISHING INC","12109 BRANFORD ST STE D6","SUN VALLEY","91352",3471,"LA","SOUTH COAST AQMD","","",4.69562484866969,4.46887,0.02975,0.1105,0.00051,0.16235,0.1561108,2012,"12109 BRANFORD ST STE D6,SUN VALLEY, CA"
"234503",19,"SC",918,"SC","QUEEN OF THE VALLEY HOSPITAL","1115 S SUNSET AVE","WEST COVINA","91790",8062,"LA","SOUTH COAST AQMD","","",0.981633300585509,0.8168,1.95438,2.45164,0.126,0.28723,0.282475706,2012,"1115 S SUNSET AVE,WEST COVINA, CA"
"234505",19,"SC",8547,"SC","QUEMETCO INC","720 S 7TH AVE","CITY OF INDUSTRY","91746",3341,"LA","SOUTH COAST AQMD","","",8.08455761193519,6.46989,12.95638,21.61674,9.72218,4.96654,3.56184056,2012,"720 S 7TH AVE,CITY OF INDUSTRY, CA"
"234506",30,"SC",82657,"SC","QUEST DIAGNOSTICS INC","33608 ORTEGA HWY.","SAN JUAN CAPISTRANO","92675",8071,"ORA","SOUTH COAST AQMD","","",83.2514648541469,70.15752,0.43543,1.78107,0.53149,0.05394,0.0534216,2012,"33608 ORTEGA HWY.,SAN JUAN CAPISTRANO, CA"
"234543",33,"SC",145211,"SC","R & J HARINGA DAIRY","38980 RECORD RD","SAN JACINTO","92583",241,"RIV","SOUTH COAST AQMD","","",20.2735726605253,14.16324,0.00204,0.00938,4.2e-06,4.45066,2.17802916,2012,"38980 RECORD RD,SAN JACINTO, CA"
"234554",19,"SC",13711,"SC","R E ATCKISON CO INC","1801 W GLADSTONE ST","AZUSA","91702",9999,"LA","SOUTH COAST AQMD","","",1.26625524850693,1.07668,0,0,0,0.03832,0.0367872,2012,"1801 W GLADSTONE ST,AZUSA, CA"
"234556",30,"SC",99727,"SC","R H BARDEN INC, LODESTONE PACIFIC","4769 WESLEY DR","ANAHEIM","92807",3670,"ORA","SOUTH COAST AQMD","","",0.0971758275129062,0.096,0,0,0,0,0,2012,"4769 WESLEY DR,ANAHEIM, CA"
"234558",30,"SC",19167,"SC","R J. NOBLE COMPANY","15505 E LINCOLN AVE","ORANGE","92865",1611,"ORA","SOUTH COAST AQMD","","",2.9222692013562,2.21589,33.47163,2.83812,0.04867,19.0207600000717,10.3023156700717,2012,"15505 E LINCOLN AVE,ORANGE, CA"
"234561",33,"SC",100973,"SC","R W LYALL & CO INC","2665 RESEARCH DR","CORONA","92882",3088,"RIV","SOUTH COAST AQMD","","",0.567999313237017,0.38322,0.10377,0.21528,0.00177,0.09577,0.06551264,2012,"2665 RESEARCH DR,CORONA, CA"
"234565",33,"SC",113779,"SC","R. J. NOBLE COMPANY","25225 MAITRI RD","CORONA","92883",1611,"RIV","SOUTH COAST AQMD","","",1.06962512571628,0.78453,14.68148,0.92749,0.01744,7.653770000291,4.367311460291,2012,"25225 MAITRI RD,CORONA, CA"
"234566",19,"SC",3585,"SC","R. R. DONNELLEY & SONS CO, LA MFG DIV","19681 PACIFIC GATEWAY DR","TORRANCE","90502",2759,"LA","SOUTH COAST AQMD","","",19.1763742856635,18.09976,2.42544,8.24746,0.03096,0.43592,0.421358,2012,"19681 PACIFIC GATEWAY DR,TORRANCE, CA"
"234573",33,"SC",102506,"SC","RACEWAY FORD","5900 SYCAMORE CANYON BLVD","RIVERSIDE","92507",5510,"RIV","SOUTH COAST AQMD","","",0.107030484897099,0.10552,0.00145,0.0054,3e-05,0.00031,0.00031,2012,"5900 SYCAMORE CANYON BLVD,RIVERSIDE, CA"
"234583",19,"SC",166352,"SC","RAH INDUSTRIES","24800 AVENUE ROCKEFELLER","VALENCIA","91355",3444,"LA","SOUTH COAST AQMD","","",0.620434783380083,0.6073,0.021,0.078,0.00036,0.02382,0.0228222,2012,"24800 AVENUE ROCKEFELLER,VALENCIA, CA"
"234601",19,"SC",20604,"SC","RALPHS GROCERY CO","1100 W ARTESIA BLVD","COMPTON","90220",5411,"LA","SOUTH COAST AQMD","","",3.63139255702617,0.750630000123438,6.883890000035,3.41863000002,0.03405000414,1.172700000187,0.943339980185878,2012,"1100 W ARTESIA BLVD,COMPTON, CA"
"234602",33,"SC",107652,"SC","RALPHS GROCERY CO","1500 EASTRIDGE AVE.","RIVERSIDE","92507",5141,"RIV","SOUTH COAST AQMD","","",1.2429403185755,0.53446045,0.16314,0.30921,9e-04,1.02778,0.72583672,2012,"1500 EASTRIDGE AVE.,RIVERSIDE, CA"
"234606",19,"SC",79682,"SC","RAMCAR BATTERIES INC","2700 CARRIER AVE","COMMERCE","90040",3691,"LA","SOUTH COAST AQMD","","",1.47935495912315,0.71267,0.29525,0.80127,0.00344,0.04367,0.04360896,2012,"2700 CARRIER AVE,COMMERCE, CA"
"234607",19,"SC",146150,"SC","RAMIREZ CUSTOM FINISHES","6705 CRENSHAW BLVD","LOS ANGELES","90043",7641,"LA","SOUTH COAST AQMD","","",0.0185108971555825,0.0182828,0,0,0,0.00636,0.0061056,2012,"6705 CRENSHAW BLVD,LOS ANGELES, CA"
"234620",33,"SC",95318,"SC","RANCHO CALIFORNIA WATER DISTRICT","29025 VIA SANTA ROSA","TEMECULA","92590",9999,"RIV","SOUTH COAST AQMD","","",16.4064551422319,1.49955,3.38018,0.12485,0.02527,0.49985,0.4968509,2012,"29025 VIA SANTA ROSA,TEMECULA, CA"
"234623",36,"SC",68758,"SC","RANCHO DISPOSAL, INC","9820&90 CHERRY AVE","FONTANA","92335",9999,"SBD","SOUTH COAST AQMD","","",0.812167223403178,0.80234,0,0,0,0.03675,0.03528,2012,"9820&90 CHERRY AVE,FONTANA, CA"
"234626",19,"SC",158910,"SC","RANCHO LPG HOLDINGS, LLC","2110 N GAFFEY ST","SAN PEDRO","90731",9999,"LA","SOUTH COAST AQMD","","",3.60579327121128,1.07153,3.9624,1.65764,0.33236,0.10874,0.10832642,2012,"2110 N GAFFEY ST,SAN PEDRO, CA"
"234635",19,"SC",78494,"SC","RAPID RACK INDUSTRIES INC","14421 BONELLI ST","CITY OF INDUSTRY","91746",2542,"LA","SOUTH COAST AQMD","","",1.56139899744685,1.34934,0.30786,0.3665,0.00219,0.02785,0.02785,2012,"14421 BONELLI ST,CITY OF INDUSTRY, CA"
"234637",19,"SC",55306,"SC","RATTAN SPECIALTIES INC","8222 ALLPORT AVE","SANTA FE SPRINGS","90670",2519,"LA","SOUTH COAST AQMD","","",0.572201959829641,0.55797,0,0,0,0.00063,0.0006048,2012,"8222 ALLPORT AVE,SANTA FE SPRINGS, CA"
"234640",36,"SC",104086,"SC","RAY PRODUCTS INC","1700 CHABLIS AVE","ONTARIO","91761",3089,"SBD","SOUTH COAST AQMD","","",0.790576177167219,0.78632,0.01557,0.05785,0.00026,0.12261,0.1176723,2012,"1700 CHABLIS AVE,ONTARIO, CA"
"234645",19,"SC",156597,"SC","RAYMOND HANDLING SOLUTIONS, INC.","9939 NORWALK BLVD","SANTA FE SPRINGS","90670",9999,"LA","SOUTH COAST AQMD","","",0.0462394979248912,0.04568,0,0,0,0,0,2012,"9939 NORWALK BLVD,SANTA FE SPRINGS, CA"
"234650",19,"SC",115172,"SC","RAYTHEON COMPANY","2000-2101 E EL SEGUNDO BLVD","EL SEGUNDO","90245",3724,"LA","SOUTH COAST AQMD","","",2.08788977970982,1.00642899,4.29723,9.52147,0.03047,2.4101521381,1.8176910101494,2012,"2000-2101 E EL SEGUNDO BLVD,EL SEGUNDO, CA"
"234695",36,"SC",135144,"SC","RECONSERVE OF CALIFORNIA-ONTARIO,INC.","1163 BELMONT ST","ONTARIO","91761",9999,"SBD","SOUTH COAST AQMD","","",9.4122046949983,3.96465,1.99826,1.11001,0.00525,1.77678,1.04697856,2012,"1163 BELMONT ST,ONTARIO, CA"
"234700",19,"SC",20203,"SC","RECYCLE TO CONSERVE INC.","9112 GRAHAM AVE","LOS ANGELES","90002",2048,"LA","SOUTH COAST AQMD","","",12.1497683780569,5.12052,2.66536,2.15999,0.00862,2.20132,1.28542348,2012,"9112 GRAHAM AVE,LOS ANGELES, CA"
"234701",19,"SC",2542,"SC","RECYCLED BASE MATERIALS INC","VARIOUS LOCATIONS IN SCAQMD","SUN VALLEY","91352",9999,"LA","SOUTH COAST AQMD","","",8.43881856540084e-05,8e-05,0,0,0,0.92045,0.460225,2012,"VARIOUS LOCATIONS IN SCAQMD,SUN VALLEY, CA"
"234721",36,"SC",9784,"SC","REDLANDS COMMUNITY HOSPITAL","350 TERRACINA BLVD","REDLANDS","92373",9999,"SBD","SOUTH COAST AQMD","","",1.95122951286061,1.03621,3.27524,2.433,0.02331,0.32302,0.32186948,2012,"350 TERRACINA BLVD,REDLANDS, CA"
"234722",36,"SC",180022,"SC","REDLANDS MUNI AIRPORT","1633 SESSUMS DR","REDLANDS","92374",4581,"SBD","SOUTH COAST AQMD","Y","",3.213,2.8518,124.7912,1.4985,0.3024,2.846330041,2.6048,2012,"1633 SESSUMS DR,REDLANDS, CA"
"234737",36,"SC",112394,"SC","REED MFG. CO., LIMITED PARTNERSHIP","13822 OAKS AVE","CHINO","91710",3561,"SBD","SOUTH COAST AQMD","","",0.541400951513311,0.53485,0,0,0,0,0,2012,"13822 OAKS AVE,CHINO, CA"
"234749",19,"SC",44655,"SC","REINHOLD INDUSTRIES INC","12827 E IMPERIAL HWY","SANTA FE SPRINGS","90670",3089,"LA","SOUTH COAST AQMD","","",10.2974909902178,9.87662,1.85033,5.19685,0.02504,0.31424,0.302184,2012,"12827 E IMPERIAL HWY,SANTA FE SPRINGS, CA"
"234757",19,"SC",108742,"SC","REMO INC","28101 W INDUSTRY DR","VALENCIA","91355",3931,"LA","SOUTH COAST AQMD","","",6.0561628982196,5.89174,0.14148,0.52562,0.0024,0.03031,0.0293245,2012,"28101 W INDUSTRY DR,VALENCIA, CA"
"234768",30,"SC",7757,"SC","REPUBLIC WASTE SERVICES OF SO CAL, LLC","1131 N BLUE GUM ST","ANAHEIM","92806",9999,"ORA","SOUTH COAST AQMD","","",0.927093161215655,0.91274,0.01172,0.04355,2e-04,2.7033,1.66350262,2012,"1131 N BLUE GUM ST,ANAHEIM, CA"
"234774",19,"SC",8820,"SC","REULAND ELECTRIC CO, H.BRITTON LEES","17969 RAILROAD ST","CITY OF INDUSTRY","91748",3621,"LA","SOUTH COAST AQMD","","",17.0307678803258,12.1045,0.11812,0.43875,0.00202,0.2793,0.2691404,2012,"17969 RAILROAD ST,CITY OF INDUSTRY, CA"
"234777",19,"SC",52517,"SC","REXAM BEVERAGE CAN COMPANY","20730 PRAIRIE ST","CHATSWORTH","91311",3411,"LA","SOUTH COAST AQMD","","",63.7840110004869,62.23059,2.40542,7.57247,0.04121,1.41587,1.07979875,2012,"20730 PRAIRIE ST,CHATSWORTH, CA"
"234781",19,"SC",150397,"SC","RF MAC DONALD CO","VARIOUS LOCATIONS IN SCAQMD","SANTA FE SPRINGS","90670",5074,"LA","SOUTH COAST AQMD","","",1.35656095630033,0.57274003575,8.747450546,10.41365065,0.0624600039,0.7914100494,0.7914100494,2012,"VARIOUS LOCATIONS IN SCAQMD,SANTA FE SPRINGS, CA"
"234782",33,"SC",94272,"SC","RGF ENTERPRISES INC","220 CITATION CIR","CORONA","92880",3479,"RIV","SOUTH COAST AQMD","","",2.37140018788185,2.33024375,1.7021,0.05362,0.00084,0.087326,0.08386286,2012,"220 CITATION CIR,CORONA, CA"
"234790",19,"SC",114801,"SC","RHODIA INC.","20720 S WILMINGTON AVE","CARSON","90810",2819,"LA","SOUTH COAST AQMD","","",0.0687799202599546,0.02979015,8.1155,28.44348,316.44099,6.4206,5.2630105,2012,"20720 S WILMINGTON AVE,CARSON, CA"
"234794",36,"SC",180023,"SC","RIALTO MUNI-MIRO FIELD","1451 N LINDEN AVE","RIALTO","92376",4581,"SBD","SOUTH COAST AQMD","Y","",2.1907,1.9443,85.0849,1.0217,0.2062,1.940678292,1.776,2012,"1451 N LINDEN AVE,RIALTO, CA"
"234797",19,"SC",111238,"SC","RIBOST TERMINAL, LLC.","1405 PIERCST","LONG BEACH","90802",5171,"LA","SOUTH COAST AQMD","","",1.63349900825204,1.30696,0.13357,0.16125,0.00078,0.00972,0.00971994,2012,"1405 PIERCST,LONG BEACH, CA"
"234815",30,"SC",61722,"SC","RICOH ELECTRONICS INC","2320 RED HILL AVE","SANTA ANA","92705",3861,"ORA","SOUTH COAST AQMD","","",8.35489314520078,6.94913136,3.82525679,4.01949656,0.039840116,0.50334146,0.50228646,2012,"2320 RED HILL AVE,SANTA ANA, CA"
"234863",19,"SC",139010,"SC","RIPON COGENERATION LLC","1507 MOUNT VERNON AVE","POMONA","91768",4911,"LA","SOUTH COAST AQMD","","",63.9844672732432,5.84818223,63.94013,14.94824643,0.36554,1.25492241,1.24739289,2012,"1507 MOUNT VERNON AVE,POMONA, CA"
"234867",33,"SC",119642,"SC","RITCHIE BROS. AUCTIONEERS (AMERICA) INC.","765 RIDER ST","PERRIS","92571",7389,"RIV","SOUTH COAST AQMD","","",1.08717234475345,1.06724,0.02508,0.09515,0.00038448,0.07528,0.07170316,2012,"765 RIDER ST,PERRIS, CA"
"234875",33,"SC",60302,"SC","RIV CO WASTE MGMT (EDOM HILL)","70-100 EDOM HILL RD","THOUSAND PALMS","92276",4953,"RIV","SOUTH COAST AQMD","","",1.07516609610752,0.00896,0.56731,2.68633,0.71556,1.13462,1.13462,2012,"70-100 EDOM HILL RD,THOUSAND PALMS, CA"
"234876",33,"SC",15793,"SC","RIV CO, WASTE RESOURCES MGMT DIST, LAMB","16411 LAMB CANYON RD HWY 79","BEAUMONT","92223",9511,"RIV","SOUTH COAST AQMD","","",1.71587111811247,0.0992,3.97826,2.25081,1.75698,1.00551,1.00518216,2012,"16411 LAMB CANYON RD HWY 79,BEAUMONT, CA"
"234877",33,"SC",6979,"SC","RIV CO., WASTE MGMT, BADLANDS LANDFILL","31125 IRONWOOD AVE","MORENO VALLEY","92555",4953,"RIV","SOUTH COAST AQMD","","",183.431539278319,1.84084,9.4142,5.07649,1.34938,0.68034,0.67981308,2012,"31125 IRONWOOD AVE,MORENO VALLEY, CA"
"234890",33,"SC",800182,"SC","RIVERSIDE CEMENT CO","1500 RUBIDOUX BLVD","RIVERSIDE","92509",3241,"RIV","SOUTH COAST AQMD","","",0.04266241916258,0.02969,0.11428,0.37817,0.00194,4.11788,3.78922912,2012,"1500 RUBIDOUX BLVD,RIVERSIDE, CA"
"234893",33,"SC",9961,"SC","RIVERSIDE CITY, WATER QUALITY CONTROL","5950 ACORN ST","RIVERSIDE","92504",4941,"RIV","SOUTH COAST AQMD","","",18.7623532046975,4.24048,16.4523,3.11818,0.55824,0.45113,0.44979098,2012,"5950 ACORN ST,RIVERSIDE, CA"
"234895",33,"SC",180019,"SC","RIVERSIDE MUNI AIRPORT","6951 FLIGHT RD","RIVERSIDE","92501",4581,"RIV","SOUTH COAST AQMD","Y","",5.3913,4.7887,207.5194,2.5061,0.5052,4.748647403,4.3479,2012,"6951 FLIGHT RD,RIVERSIDE, CA"
"234930",36,"SC",42623,"SC","ROBERTSON'S READY MIX","8353 N ALABAMA ST","REDLANDS","92374",3273,"SBD","SOUTH COAST AQMD","","",0.00271097046413502,0.00257,0,0,0.00221,57.78256,51.3088262,2012,"8353 N ALABAMA ST,REDLANDS, CA"
"234931",36,"SC",120166,"SC","ROBERTSON'S READY MIX","2601 N ALDER AVE","RIALTO","92376",1442,"SBD","SOUTH COAST AQMD","","",0.0222362869198312,0.02108,0,0,0.01814,9.08808,6.1147098,2012,"2601 N ALDER AVE,RIALTO, CA"
"234932",33,"SC",120202,"SC","ROBERTSON'S READY MIX","1990 N HARGRAVE","BANNING","92220",1442,"RIV","SOUTH COAST AQMD","","",0.00126582278481013,0.0012,0,0,0.00103,4.65393,3.2029716,2012,"1990 N HARGRAVE,BANNING, CA"
"234933",19,"SC",134112,"SC","ROBERTSON'S READY MIX","301 W ROSECRANS AVE","GARDENA","90061",3273,"LA","SOUTH COAST AQMD","","",0.00876582278481013,0.00831,0,0,0.00715,6.5762,6.050104,2012,"301 W ROSECRANS AVE,GARDENA, CA"
"234934",33,"SS",118620,"SC","ROBERTSON'S READY MIX, L.P.","13990 APACHE TRAIL","CABAZON","92230",3273,"RIV","SOUTH COAST AQMD","","",9.72048523206751,9.21502,0,0,7.9315,8.86923,6.2463396,2012,"13990 APACHE TRAIL,CABAZON, CA"
"234937",19,"SC",100806,"SC","ROBINSON HELICOPTER CO INC","2901-31 AIRPORT DR","TORRANCE","90505",3721,"LA","SOUTH COAST AQMD","","",7.30313266717928,6.1498,0.33355,1.2389,0.0057,0.07205,0.0698919,2012,"2901-31 AIRPORT DR,TORRANCE, CA"
"234961",36,"SC",152564,"SC","RODRIGUEZ REFINISHING","4719 BROOKS ST STE B","MONTCLAIR","91763",3429,"SBD","SOUTH COAST AQMD","","",0.171781531423641,0.16705,0.00994,0.03692,0.00017,0.01625,0.0156852,2012,"4719 BROOKS ST STE B,MONTCLAIR, CA"
"234967",33,"SC",800113,"SC","ROHR, INC.","8200 ARLINGTON AVE","RIVERSIDE","92503",3721,"RIV","SOUTH COAST AQMD","","",31.7808476843692,18.82256836,4.57626,6.29892,0.044089335,14.9594225,10.639994365,2012,"8200 ARLINGTON AVE,RIVERSIDE, CA"
"234985",19,"SC",135043,"SC","ROSE HILLS CO","3888 S WORKMAN MILL RD","WHITTIER","90601",7261,"LA","SOUTH COAST AQMD","","",1.21608040189977,1.19338,0.26273,0.54395,0.00292315,2.52390325,1.7773017505,2012,"3888 S WORKMAN MILL RD,WHITTIER, CA"
"234989",19,"SC",156312,"SC","ROSECRANS ENERGY","14147 FIGUEROA","LOS ANGELES","90061",9999,"LA","SOUTH COAST AQMD","","",0.965318159603003,0.58162,0.224,0.832,0.00384,0.048,0.048,2012,"14147 FIGUEROA,LOS ANGELES, CA"
"235009",36,"SC",75770,"SC","ROSS-DOYLE INC","VARIOUS LOCATIONS IN SCAQMD","RIALTO","92376",5031,"SBD","SOUTH COAST AQMD","","",2.87107870222588,2.83457,0.01635,0.06541,0.0235,0.00148,0.0014075,2012,"VARIOUS LOCATIONS IN SCAQMD,RIALTO, CA"
"235013",19,"SC",328,"SC","ROWLAND WATER DISTRICT","3021 S FULLERTON RD","ROWLAND HEIGHTS","91748",4941,"LA","SOUTH COAST AQMD","","",0.0185347509827559,0.01265,0.01115,0.06269,2.272e-05,0.00323,0.0031532,2012,"3021 S FULLERTON RD,ROWLAND HEIGHTS, CA"
"235017",19,"SC",91875,"SC","ROYAL AIRLINE LINEN INC","125 N ASH AVE","INGLEWOOD","90301",7213,"LA","SOUTH COAST AQMD","","",0.720310478446234,0.59372,0.46252,1.71795,0.00792,0.09911,0.0941545,2012,"125 N ASH AVE,INGLEWOOD, CA"
"235018",19,"SC",89710,"SC","ROYAL CABINETS","1299 E PHILLIPS BLVD","POMONA","91766",2434,"LA","SOUTH COAST AQMD","","",0,0,0,0,0,0.02831,0.0271362,2012,"1299 E PHILLIPS BLVD,POMONA, CA"
"235021",19,"SC",23487,"SC","ROYAL PAPER BOX CO","1105 S MAPLE AVE","MONTEBELLO","90640",2657,"LA","SOUTH COAST AQMD","","",8.06676111515464,8.03258,0.00084,0.00318,1.578e-05,2e-04,0.0001988,2012,"1105 S MAPLE AVE,MONTEBELLO, CA"
"235023",19,"SC",32840,"SC","ROYAL TRUCK BODY INC","14001 S GARFIELD AVE","PARAMOUNT","90723",3713,"LA","SOUTH COAST AQMD","","",0.687878903531404,0.67591,0.01872,0.06955,0.00032,0.20028,0.1924292,2012,"14001 S GARFIELD AVE,PARAMOUNT, CA"
"235040",30,"SC",18455,"SC","ROYALTY CARPET MILLS INC","17352 DERIAN AVE","IRVINE","92614",2273,"ORA","SOUTH COAST AQMD","","",5.60006737913876,2.26484,3.16305,3.09995,0.03461,1.24813,0.86488552,2012,"17352 DERIAN AVE,IRVINE, CA"
"235071",19,"SC",15021,"SC","S & K PLATING INC","2727 N COMPTON AVE","COMPTON","90222",3471,"LA","SOUTH COAST AQMD","","",0.0183088583609664,0.00773,0.03867,0.14365,0.0006054,0.00828,0.007866,2012,"2727 N COMPTON AVE,COMPTON, CA"
"235075",19,"SC",70733,"SC","S E PIPELINE CONSTRUCTION COMPANY","VARIOUS LOCATIONS IN SCAQMD","DIAMOND BAR","91765",9999,"LA","SOUTH COAST AQMD","","",0.0889566152742919,0.07443,0.20247,0.93096,0.00041,0.06649,0.06489424,2012,"VARIOUS LOCATIONS IN SCAQMD,DIAMOND BAR, CA"
"235101",19,"SC",120844,"SC","S. BRAVO SYSTEMS, INC","2929 VAIL AVE","COMMERCE","90040",3443,"LA","SOUTH COAST AQMD","","",0.412511387792287,0.40752,0,0,0,0.01018,0.01011892,2012,"2929 VAIL AVE,COMMERCE, CA"
"235105",19,"SC",153015,"SC","SA RECYCLING LLC DBA COMMERCIAL FILTER","2035 E 15TH ST","LOS ANGELES","90021",5093,"LA","SOUTH COAST AQMD","","",0.133192635423007,0.1042,0.02852,0.10595,0.00048,0.04159,0.0401708,2012,"2035 E 15TH ST,LOS ANGELES, CA"
"235106",19,"SC",152952,"SC","SA RECYCLING LLC DBA SA RECYCLING OF LA","901 NEW DOCK ST","TERMINAL ISLAND","90731",5093,"LA","SOUTH COAST AQMD","","",0.495452146790362,0.374300122023,7.32851202116,0.24341028664,0.011774272985,1.265810020064,0.7404823996406,2012,"901 NEW DOCK ST,TERMINAL ISLAND, CA"
"235107",30,"SC",153095,"SC","SA RECYCLING LLC, ADAMS STEEL DBA","3200 E FRONTERA ST","ANAHEIM","92806",5093,"ORA","SOUTH COAST AQMD","","",22.6927144924696,15.60781,0.04016,0.13685,0.00681,1.15406000542,0.63838376311108,2012,"3200 E FRONTERA ST,ANAHEIM, CA"
"235122",30,"SC",1912,"SC","SADDLEBACK COMMUNITY COLLEGE DISTRICT","28000 MARGUERITE PKY","MISSION VIEJO","92692",8222,"ORA","SOUTH COAST AQMD","","",12.7698395431497,1.19092103,0.66573,0.34785581,0.0235945015,1.0709310075,0.870365761455,2012,"28000 MARGUERITE PKY,MISSION VIEJO, CA"
"235123",30,"SC",5484,"SC","SADDLEBACK MEMORIAL MEDICAL CENTER","24451 HEALTH CENTER DR","LAGUNA HILLS","92653",8060,"ORA","SOUTH COAST AQMD","","",0.442563898865165,0.20979,1.92006,2.72025,0.01306,0.20405,0.20304512,2012,"24451 HEALTH CENTER DR,LAGUNA HILLS, CA"
"235157",19,"SC",14833,"SC","SAINT JOHN'S HOSPITAL & HEALTH CENTER","1328 22ND ST","SANTA MONICA","90404",8060,"LA","SOUTH COAST AQMD","","",1.87448881364596,0.36263,2.90206,3.98414,0.22218,0.70162,0.69858274,2012,"1328 22ND ST,SANTA MONICA, CA"
"235158",30,"SC",13920,"SC","SAINT JOSEPH HOSPITAL","1100 W STEWART DR","ORANGE","92868",8062,"ORA","SOUTH COAST AQMD","","",9.88939659603654,7.77475,6.72788,5.08168,0.04666,0.67364,0.67148912,2012,"1100 W STEWART DR,ORANGE, CA"
